SourceEntityPath;SourceEntityType;EntityLinkType;LinkedEntityPath;LinkedEntityType
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Nom du collaborateur interne;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Nom du fonds de Garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Compte\Gestion des accès\Rôle\Rôle simple\Nom du rôle simple;\Univers\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Organisation agile\Train\Nom du train;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Sûretés\Sûretés personnelles\Caution solidaire\Nom garantie conjoint;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contact\Informations individuelles\Informations personnelles\Nom officiel du contact;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Caractéristiques opportunité\Nom opportunité;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Nom patronymique du contact d'urgence;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Nom usuel du contact d'urgence;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Nombre de titres monétisables;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Nominal appelé;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Mode de détention\Nominatif administré;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Mode de détention\Nominatif pur;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Notations - scores\Scores liés à l'octroi\Note de projet;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Notations - scores\Scores liés à l'octroi\Note de transaction;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Notations - scores\Scores liés à l'octroi\Note du groupe bénéficiaire;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Coordonnée\Caractéristiques spécifiques\Coordonnées bancaires\Numéro de compte;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Numéro de l'accord de garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Numéro de sécurité sociale;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Dossier\Identification dossier\Identifications locales\Numéro de sous-dossier;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Numéro de téléphone du collaborateur interne;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Tiers\Identifications Tiers\Identification\Numéro de TVA intracommunautaire;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Objet du contrat\Offre commerciale\Offre Commerciale;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Offre - Produit - Service\Caractéristiques Offre Commerciale\Catégorisation de l'offre\Offre Commerciale Active (Est Active);\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Dossier\Evénements\Evénements\Originateur de l'événement;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Origine des récupérations;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Pays de naissance collaborateur interne;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Caractéristiques expérimentation\Description expérimentation\Périmètre fonctionnel expérimentation;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Objet du contrat\Actif\Permis de construire;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Objet du contrat\Actif\Phase de la valorisation d'un bien;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Collaborateur\Caractéristiques Collaborateur Interne\Informations collaborateur interne\Photo d'identité;\Univers\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Opportunité d'expérimentation\Proposition de valeur\Pitch sur la proposition de valeur;\Univers\Univers\Univers\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Contrat\Caractéristiques spécifiques\Spécifique Garantie\Plafond du contrat de garantie;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Plus-value;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
\Modèle Objets Métier - MOM\Instrument Financier\Détention\Position\Plus-value LP;\Univers\Univers\Univers\Concept\Terme métier;IsPartOfDimension;\Exigences de qualité\Actualité\EQ_Actualité : Mise à disposition de la donnée de ZDP/CFR à J+5 pour les usages risques en période d'arrêté de production de reporting;\Univers\Groupe de dimensions\Dimension
